attorney,take,facebook,google,other,referal,website,surgery,sex,days_passed
Ally McBeal,0,0,0,0,0,0,1,male,769
Ally McBeal,0,0,0,0,0,0,1,female,938
JoAnee Galloway,0,0,1,0,0,0,0,male,2124
Perry Mason,1,0,0,0,0,0,1,male,660
Perry Mason,0,0,0,1,0,0,1,male,290
Ally McBeal,1,0,1,0,0,0,1,female,335
Perry Mason,0,1,0,0,0,0,1,female,1255
Perry Mason,0,0,0,0,1,0,1,female,478
Perry Mason,1,0,1,0,0,0,0,female,394
Patty Hewes,0,0,0,0,0,0,0,female,976
Rusty Sabich,0,1,0,0,0,0,0,female,157
Perry Mason,1,0,1,0,0,0,0,male,416
Ally McBeal,0,0,0,0,1,0,0,male,817
Atticus Finch,1,0,0,1,0,0,0,male,80
Daniel Kafee,1,0,0,0,0,0,1,female,230
JoAnee Galloway,0,1,0,0,0,0,0,male,1394
Ally McBeal,1,0,0,0,1,0,0,female,228
Rachel Zane,1,1,0,0,0,0,0,female,551
Patty Hewes,0,0,0,1,0,0,0,male,417
Rusty Sabich,0,0,0,1,0,0,1,female,1156
JoAnee Galloway,1,1,0,0,0,0,1,female,22
Patty Hewes,0,1,0,0,0,0,1,male,1918
Perry Mason,1,0,0,0,0,0,1,female,165
Rachel Zane,1,0,0,0,1,0,0,,265
Daniel Kafee,1,0,0,0,0,0,1,female,666
Patty Hewes,0,0,1,0,0,0,0,female,873
Perry Mason,0,0,0,0,0,1,0,male,22
JoAnee Galloway,0,0,0,0,0,0,0,male,193
Rusty Sabich,0,0,0,0,0,0,0,female,668
Ally McBeal,1,0,1,0,0,0,1,female,29
Daniel Kafee,0,0,0,0,0,0,1,female,368
Perry Mason,0,0,0,1,0,0,0,female,110
Ally McBeal,0,1,0,0,0,0,0,male,1226
Rusty Sabich,0,0,0,0,0,0,0,female,701
Rachel Zane,0,0,0,0,0,0,1,male,890
Rachel Zane,0,0,0,0,1,0,0,male,996
Rusty Sabich,0,0,0,0,0,0,0,male,1357
Atticus Finch,1,0,0,0,0,0,1,male,187
Ally McBeal,0,0,0,0,1,0,0,male,831
Daniel Kafee,1,0,0,1,0,0,1,male,8
Rusty Sabich,1,0,1,0,0,0,0,female,580
Patty Hewes,0,1,0,0,0,0,0,female,1355
JoAnee Galloway,0,0,0,1,0,0,1,female,229
Rachel Zane,1,0,1,0,0,0,1,female,304
,0,1,0,0,0,0,1,male,1047
Daniel Kafee,0,0,0,0,0,0,0,male,1282
Rachel Zane,0,0,0,0,0,0,1,female,1366
JoAnee Galloway,1,0,0,0,1,0,1,male,653
Patty Hewes,0,1,0,0,0,0,0,female,1291
Rachel Zane,0,0,0,0,0,0,0,,842
Ally McBeal,0,0,0,0,1,0,1,,1301
Rusty Sabich,1,0,0,0,0,1,1,female,584
Ally McBeal,0,0,0,1,0,0,1,female,953
Atticus Finch,0,0,1,0,0,0,1,female,567
Perry Mason,0,0,0,0,0,1,0,female,1471
Ally McBeal,1,0,0,0,0,1,0,female,487
JoAnee Galloway,0,0,0,0,1,0,0,male,277
Rachel Zane,1,0,0,0,1,0,0,female,192
JoAnee Galloway,0,0,0,0,0,0,0,male,1696
JoAnee Galloway,0,0,0,0,0,0,0,male,632
Rachel Zane,0,0,0,1,0,0,1,female,1054
JoAnee Galloway,1,0,0,0,1,0,0,male,256
Daniel Kafee,1,0,0,0,0,1,0,male,483
Rusty Sabich,1,0,0,0,1,0,0,female,468
,0,0,0,0,0,1,0,male,1079
Atticus Finch,1,0,1,0,0,0,1,male,362
Rachel Zane,0,1,0,0,0,0,1,male,901
Rusty Sabich,1,0,0,0,0,0,0,female,208
Rusty Sabich,1,0,0,0,1,0,1,male,209
Daniel Kafee,0,0,0,0,0,0,0,female,23
JoAnee Galloway,0,1,0,0,0,0,0,male,790
Ally McBeal,0,0,0,1,0,0,0,female,1437
Daniel Kafee,0,1,0,0,0,0,0,,476
Ally McBeal,0,0,0,0,0,0,1,female,792
,1,0,1,0,0,0,1,female,697
Atticus Finch,0,0,0,0,0,0,0,male,173
Rusty Sabich,0,1,0,0,0,0,1,male,1385
Rusty Sabich,1,1,0,0,0,0,0,male,463
Ally McBeal,0,0,1,0,0,0,1,female,517
Perry Mason,1,1,0,0,0,0,0,male,30
Patty Hewes,1,0,0,0,0,0,1,male,100
JoAnee Galloway,1,1,0,0,0,0,1,female,652
Rachel Zane,0,0,0,0,0,0,0,male,1578
Rachel Zane,1,0,0,1,0,0,0,female,246
Rachel Zane,0,0,0,0,0,1,0,female,309
JoAnee Galloway,1,0,1,0,0,0,0,female,244
Rachel Zane,0,0,0,0,1,0,1,female,1011
Rachel Zane,0,0,0,0,0,0,0,male,1025
Daniel Kafee,0,0,0,0,0,0,1,male,1555
Patty Hewes,0,0,0,0,0,1,1,male,1046
Ally McBeal,1,1,0,0,0,0,1,male,226
JoAnee Galloway,0,0,0,0,1,0,0,male,861
Ally McBeal,1,0,0,0,1,0,1,male,290
Atticus Finch,0,0,0,0,0,1,0,male,165
Atticus Finch,1,0,0,0,0,1,0,female,100
Patty Hewes,0,0,0,0,0,1,0,male,157
Perry Mason,0,0,1,0,0,0,1,female,449
Rachel Zane,0,1,0,0,0,0,0,male,1423
Daniel Kafee,1,0,1,0,0,0,0,female,127
JoAnee Galloway,0,0,0,0,0,0,1,male,1645
Perry Mason,1,0,0,0,0,0,1,female,516
Ally McBeal,1,0,0,1,0,0,1,male,6
,1,0,0,0,1,0,0,male,240
Perry Mason,0,0,0,0,0,0,1,female,585
,1,0,0,0,0,0,1,male,316
Perry Mason,1,1,0,0,0,0,1,male,506
Patty Hewes,0,0,0,0,0,1,1,female,2543
,0,0,0,0,1,0,0,male,728
Rachel Zane,1,1,0,0,0,0,0,male,639
Patty Hewes,1,0,0,0,1,0,0,female,550
JoAnee Galloway,1,0,0,0,0,1,1,female,406
Daniel Kafee,1,0,0,0,0,0,0,male,202
Atticus Finch,0,0,0,0,0,1,0,male,780
Daniel Kafee,0,0,0,0,0,0,0,male,2547
Daniel Kafee,1,1,0,0,0,0,1,male,628
Atticus Finch,0,0,0,0,0,1,1,male,1021
JoAnee Galloway,0,0,0,0,0,0,0,female,118
Rusty Sabich,1,0,0,1,0,0,0,female,2547
Ally McBeal,0,0,0,1,0,0,0,female,327
JoAnee Galloway,1,0,0,1,0,0,1,male,207
Daniel Kafee,0,0,0,1,0,0,0,female,78
Rusty Sabich,1,0,0,0,0,1,0,female,172
Patty Hewes,0,1,0,0,0,0,0,female,1386
Daniel Kafee,0,0,0,1,0,0,1,female,397
Patty Hewes,1,0,0,1,0,0,1,female,8
Perry Mason,0,0,0,0,0,0,0,male,1227
Rachel Zane,0,1,0,0,0,0,1,male,457
Patty Hewes,1,0,0,0,0,0,0,female,59
Atticus Finch,0,0,0,1,0,0,1,female,2554
JoAnee Galloway,0,0,1,0,0,0,0,female,236
Ally McBeal,1,0,1,0,0,0,1,male,2555
Ally McBeal,0,0,0,0,0,1,0,female,51
Rusty Sabich,1,0,0,1,0,0,1,female,44
JoAnee Galloway,1,0,0,1,0,0,0,female,597
Rachel Zane,1,0,1,0,0,0,0,female,73
Rachel Zane,0,1,0,0,0,0,1,male,2559
JoAnee Galloway,0,0,1,0,0,0,1,female,1020
JoAnee Galloway,1,0,0,0,1,0,0,female,608
Rachel Zane,0,0,0,1,0,0,0,female,189
Rachel Zane,0,0,1,0,0,0,1,female,2560
Patty Hewes,0,0,0,0,0,0,0,male,433
Daniel Kafee,1,0,0,1,0,0,0,female,428
Atticus Finch,1,1,0,0,0,0,0,male,101
Atticus Finch,0,0,0,0,1,0,0,female,955
Atticus Finch,0,0,0,0,0,1,1,female,32
Perry Mason,0,0,0,0,1,0,1,male,887
Perry Mason,0,0,0,1,0,0,0,female,1033
Atticus Finch,1,1,0,0,0,0,1,female,421
Rachel Zane,1,0,0,0,1,0,1,male,473
Perry Mason,0,1,0,0,0,0,0,female,346
Patty Hewes,0,0,1,0,0,0,1,female,321
Patty Hewes,0,0,0,0,0,1,1,male,1388
Perry Mason,0,1,0,0,0,0,0,female,498
Atticus Finch,0,0,0,0,1,0,1,female,924
Perry Mason,0,0,1,0,0,0,1,female,1282
Atticus Finch,0,0,0,0,0,0,1,male,1507
JoAnee Galloway,0,1,0,0,0,0,0,female,893
Ally McBeal,0,0,0,1,0,0,0,female,1075
Daniel Kafee,0,0,1,0,0,0,1,male,1252
Atticus Finch,0,0,0,0,0,0,1,male,1194
Rachel Zane,0,0,1,0,0,0,0,male,613
Rachel Zane,1,0,0,1,0,0,1,male,497
Rusty Sabich,0,0,0,0,1,0,1,female,110
Perry Mason,1,0,0,0,1,0,1,female,121
Atticus Finch,0,0,0,0,1,0,0,male,926
Atticus Finch,0,0,0,1,0,0,0,female,913
JoAnee Galloway,0,0,0,0,0,1,1,male,1422
,0,0,0,0,0,1,0,male,802
Atticus Finch,0,0,1,0,0,0,1,female,2158
Ally McBeal,0,0,0,0,0,1,0,female,312
Rusty Sabich,0,0,0,0,1,0,1,male,799
Rachel Zane,1,0,0,0,1,0,1,female,480
Rachel Zane,0,0,1,0,0,0,1,male,1389
Atticus Finch,0,0,1,0,0,0,0,female,1442
Rusty Sabich,0,0,0,0,0,0,1,male,779
Rachel Zane,0,1,0,0,0,0,0,female,752
Ally McBeal,0,0,1,0,0,0,0,female,1688
Ally McBeal,0,0,0,0,0,0,0,male,744
Perry Mason,1,0,0,0,1,0,1,male,514
Patty Hewes,1,0,1,0,0,0,1,male,553
Ally McBeal,0,0,0,0,0,0,1,female,740
Atticus Finch,0,0,0,0,0,1,1,male,660
Daniel Kafee,1,0,0,0,1,0,0,female,640
JoAnee Galloway,0,0,0,0,0,0,0,female,47
Patty Hewes,0,0,0,0,0,1,0,female,1104
Patty Hewes,0,0,0,0,0,0,0,female,1218
Rachel Zane,1,1,0,0,0,0,0,female,472
Ally McBeal,0,0,0,0,0,1,0,female,1119
Ally McBeal,1,0,0,0,1,0,0,female,94
Atticus Finch,0,0,1,0,0,0,1,male,1196
Atticus Finch,1,1,0,0,0,0,1,male,665
Rusty Sabich,1,0,0,1,0,0,0,female,373
JoAnee Galloway,1,0,0,0,0,1,1,female,343
,0,0,0,0,0,0,0,female,1975
Rusty Sabich,1,0,0,0,0,1,1,female,408
Atticus Finch,1,0,0,1,0,0,1,male,554
Rachel Zane,0,0,0,0,0,0,1,female,738
Rachel Zane,1,0,0,0,0,1,0,male,234
Perry Mason,1,0,0,1,0,0,1,male,593
Atticus Finch,0,0,0,0,0,0,1,male,970
Atticus Finch,0,0,0,0,1,0,0,male,2043
Ally McBeal,0,1,0,0,0,0,0,,433
Ally McBeal,0,0,0,0,0,1,1,female,852
Atticus Finch,0,0,1,0,0,0,1,female,1126
JoAnee Galloway,0,0,0,0,0,0,0,female,2260
Rachel Zane,1,0,0,0,0,1,1,female,270
Rusty Sabich,1,0,0,0,1,0,1,male,395
Perry Mason,1,0,0,0,0,0,0,male,521
Patty Hewes,1,1,0,0,0,0,1,male,191
Rachel Zane,0,1,0,0,0,0,0,,972
JoAnee Galloway,1,0,0,0,0,0,0,female,582
,1,0,0,0,0,1,0,female,651
Atticus Finch,0,0,0,0,0,1,1,female,1528
Perry Mason,0,0,0,0,0,1,1,female,1236
Rachel Zane,0,1,0,0,0,0,0,male,631
JoAnee Galloway,0,0,1,0,0,0,1,female,1947
Patty Hewes,0,0,0,0,0,1,1,female,591
Rachel Zane,0,0,0,0,1,0,1,female,2571
Patty Hewes,1,0,0,0,0,1,0,female,635
Perry Mason,0,0,0,0,1,0,1,,1636
Rachel Zane,0,0,0,0,0,0,0,male,2031
Patty Hewes,0,0,0,0,0,1,0,male,485
Rachel Zane,0,0,0,0,0,0,0,female,1060
Perry Mason,0,0,0,1,0,0,0,male,605
Ally McBeal,1,0,0,0,0,0,1,male,131
Rachel Zane,0,0,0,0,1,0,1,male,75
Daniel Kafee,0,0,1,0,0,0,1,female,621
JoAnee Galloway,0,0,0,0,0,1,0,male,526
Daniel Kafee,0,0,0,0,0,1,1,female,1042
Rusty Sabich,0,0,0,0,0,0,1,female,116
Patty Hewes,0,0,0,0,0,0,0,male,1579
Daniel Kafee,0,0,0,0,0,1,0,male,891
Rusty Sabich,0,0,0,0,1,0,1,male,511
Rusty Sabich,0,0,0,0,0,0,0,female,190
,1,0,0,1,0,0,1,female,91
Perry Mason,0,1,0,0,0,0,0,female,1371
Rusty Sabich,1,0,0,0,1,0,0,female,347
Daniel Kafee,0,1,0,0,0,0,1,male,872
Rusty Sabich,1,0,0,0,0,0,1,male,582
Atticus Finch,0,0,1,0,0,0,0,male,84
Atticus Finch,0,0,0,1,0,0,1,female,258
Atticus Finch,0,0,0,0,0,0,0,male,1016
Ally McBeal,1,0,0,0,1,0,0,female,422
Rachel Zane,0,0,1,0,0,0,1,female,1042
,0,0,0,1,0,0,0,female,1911
JoAnee Galloway,1,0,0,1,0,0,0,male,198
Daniel Kafee,0,0,0,0,0,0,1,male,977
Patty Hewes,1,0,1,0,0,0,0,female,1
Patty Hewes,0,0,0,0,1,0,0,female,39
Patty Hewes,0,0,0,1,0,0,0,male,785
,0,1,0,0,0,0,0,male,710
Daniel Kafee,1,0,0,0,1,0,1,female,592
Daniel Kafee,0,0,0,0,0,1,1,female,2765
Rusty Sabich,0,1,0,0,0,0,1,male,1274
,0,0,0,0,0,1,1,male,912
Daniel Kafee,0,0,0,0,0,1,0,male,1156
,1,1,0,0,0,0,1,female,73
Patty Hewes,0,1,0,0,0,0,1,female,1265
Ally McBeal,0,0,0,1,0,0,1,male,837
Patty Hewes,0,1,0,0,0,0,1,male,944
Atticus Finch,1,0,0,0,0,1,1,female,287
Rusty Sabich,1,0,0,0,1,0,0,male,427
Rusty Sabich,1,0,0,0,1,0,1,female,25
Patty Hewes,0,0,0,0,1,0,0,female,500
Perry Mason,0,0,0,0,0,1,1,female,579
JoAnee Galloway,1,1,0,0,0,0,1,male,412
Rachel Zane,0,0,0,1,0,0,1,female,888
Daniel Kafee,0,1,0,0,0,0,0,female,2624
Perry Mason,1,0,0,0,0,1,1,female,344
,0,0,0,1,0,0,0,male,1291
Rusty Sabich,1,0,0,0,0,0,1,female,53
Daniel Kafee,1,0,1,0,0,0,0,female,539
JoAnee Galloway,0,0,0,1,0,0,1,female,880
Rachel Zane,0,0,1,0,0,0,1,female,2080
JoAnee Galloway,0,0,0,0,1,0,1,female,1258
,0,0,0,0,0,0,0,male,239
Daniel Kafee,0,0,0,0,0,0,0,female,1702
,0,0,0,1,0,0,0,male,2141
Rachel Zane,1,0,1,0,0,0,0,male,89
Atticus Finch,0,0,0,0,0,0,0,male,240
Ally McBeal,0,0,0,1,0,0,0,female,600
Perry Mason,1,0,0,0,0,0,1,male,166
Perry Mason,1,0,0,0,1,0,1,male,38
Rachel Zane,0,0,0,0,1,0,1,female,521
,1,1,0,0,0,0,0,female,305
Rusty Sabich,0,0,0,0,0,0,0,female,282
Ally McBeal,0,0,0,0,1,0,1,female,1739
Perry Mason,0,0,0,0,0,1,0,male,155
Ally McBeal,1,0,0,0,0,1,1,female,202
Patty Hewes,0,0,0,1,0,0,1,male,829
Perry Mason,0,0,0,0,0,0,0,female,281
Perry Mason,1,0,0,0,0,1,0,male,252
Rusty Sabich,0,0,0,0,0,0,1,female,2639
Rusty Sabich,0,0,0,0,1,0,1,male,740
Rusty Sabich,1,0,0,0,0,0,1,female,461
Patty Hewes,1,1,0,0,0,0,0,male,426
Atticus Finch,0,0,0,0,1,0,0,male,1774
Daniel Kafee,1,0,0,0,0,0,0,male,109
JoAnee Galloway,1,0,0,0,1,0,1,male,37
Perry Mason,0,1,0,0,0,0,0,female,309
Atticus Finch,1,0,0,0,0,0,1,female,285
Atticus Finch,0,0,1,0,0,0,1,male,285
Ally McBeal,0,0,0,1,0,0,1,male,722
Patty Hewes,1,0,0,0,0,1,1,female,156
Patty Hewes,0,0,0,0,0,0,0,male,1039
Rachel Zane,0,0,1,0,0,0,0,female,665
Ally McBeal,0,1,0,0,0,0,0,female,1796
Ally McBeal,0,0,0,0,0,1,1,male,1035
Daniel Kafee,0,0,0,0,1,0,0,male,706
JoAnee Galloway,0,0,0,1,0,0,1,male,490
Atticus Finch,0,0,0,1,0,0,1,female,456
Ally McBeal,0,0,1,0,0,0,1,male,1037
Rachel Zane,1,0,0,1,0,0,0,male,648
Rusty Sabich,1,0,0,1,0,0,1,,120
,0,0,0,0,0,1,1,female,2648
Daniel Kafee,1,0,0,0,0,1,0,male,426
Atticus Finch,0,0,0,0,0,1,1,male,1396
Rusty Sabich,1,0,0,0,0,1,1,male,315
Ally McBeal,0,0,1,0,0,0,0,female,7
Atticus Finch,1,1,0,0,0,0,0,male,55
Ally McBeal,1,0,0,1,0,0,1,female,184
Patty Hewes,0,1,0,0,0,0,0,male,148
Ally McBeal,1,1,0,0,0,0,0,female,70
Rachel Zane,0,0,0,0,0,0,1,female,1283
Rusty Sabich,0,0,0,0,1,0,1,male,2121
JoAnee Galloway,1,1,0,0,0,0,1,female,284
Ally McBeal,0,1,0,0,0,0,0,female,225
Patty Hewes,0,0,1,0,0,0,1,female,1033
Atticus Finch,0,0,0,0,0,0,1,male,25
Rachel Zane,1,0,1,0,0,0,1,female,138
Rachel Zane,1,0,1,0,0,0,1,male,463
Patty Hewes,1,0,0,0,0,0,0,male,443
Rusty Sabich,0,0,0,0,1,0,1,female,395
Ally McBeal,0,0,0,1,0,0,1,male,1166
Perry Mason,1,1,0,0,0,0,1,male,372
Perry Mason,1,1,0,0,0,0,1,female,211
Patty Hewes,0,0,1,0,0,0,1,female,1154
JoAnee Galloway,0,0,0,0,0,1,0,female,1542
Perry Mason,0,0,1,0,0,0,1,,982
JoAnee Galloway,0,1,0,0,0,0,0,female,236
Rachel Zane,1,0,0,0,0,0,1,female,413
Atticus Finch,0,0,0,1,0,0,0,male,192
Patty Hewes,1,1,0,0,0,0,1,female,85
Patty Hewes,0,0,0,0,0,0,1,male,1140
Rachel Zane,0,0,0,0,0,0,1,female,563
Rusty Sabich,0,1,0,0,0,0,0,,610
Rachel Zane,1,0,0,0,0,0,1,male,154
Atticus Finch,0,0,0,1,0,0,0,female,1110
Rusty Sabich,0,0,1,0,0,0,0,male,596
JoAnee Galloway,0,0,0,0,1,0,1,male,1540
Daniel Kafee,1,0,0,1,0,0,1,female,638
Daniel Kafee,0,0,0,0,0,1,0,female,222
Rusty Sabich,1,0,1,0,0,0,1,female,2670
,0,0,0,0,0,0,1,female,102
Perry Mason,1,0,0,0,1,0,1,female,170
Perry Mason,1,0,0,0,1,0,1,female,210
Atticus Finch,0,0,0,0,0,0,0,male,148
Patty Hewes,0,1,0,0,0,0,1,male,1590
Daniel Kafee,0,1,0,0,0,0,0,female,205
,1,0,1,0,0,0,1,female,477
Daniel Kafee,1,0,0,0,1,0,1,female,518
JoAnee Galloway,0,0,0,0,0,1,0,female,1490
,1,0,1,0,0,0,1,male,598
Ally McBeal,0,0,0,1,0,0,0,female,2673
Daniel Kafee,0,0,0,0,0,1,0,male,1984
Atticus Finch,1,1,0,0,0,0,0,male,621
Daniel Kafee,1,1,0,0,0,0,0,female,192
Rachel Zane,1,0,0,0,1,0,1,male,693
JoAnee Galloway,0,0,0,1,0,0,0,male,824
Patty Hewes,1,0,1,0,0,0,0,male,592
Rusty Sabich,1,0,0,1,0,0,1,male,106
Rusty Sabich,0,0,0,0,0,0,1,female,33
Ally McBeal,1,1,0,0,0,0,1,female,682
JoAnee Galloway,0,0,0,1,0,0,0,female,2675
Rusty Sabich,0,0,1,0,0,0,1,male,1128
Ally McBeal,0,1,0,0,0,0,1,female,852
Daniel Kafee,0,0,0,0,0,1,1,male,75
Rachel Zane,0,0,0,0,1,0,0,male,1016
Ally McBeal,1,0,0,0,1,0,1,male,161
Rachel Zane,0,0,1,0,0,0,0,female,286
Patty Hewes,1,0,0,0,0,1,0,female,699
Rusty Sabich,0,0,0,0,1,0,1,female,844
,0,1,0,0,0,0,0,female,581
Rachel Zane,0,0,0,0,0,0,1,male,1726
Rusty Sabich,0,0,0,0,0,1,0,female,552
Ally McBeal,0,0,0,0,0,1,1,male,784
Daniel Kafee,1,0,0,0,0,0,1,male,492
Daniel Kafee,0,0,0,0,1,0,1,male,1049
Atticus Finch,0,1,0,0,0,0,0,male,1352
JoAnee Galloway,1,0,0,0,0,0,1,female,586
Atticus Finch,0,0,0,0,1,0,1,female,1367
Ally McBeal,1,0,1,0,0,0,1,female,587
Rusty Sabich,1,0,1,0,0,0,0,male,126
Ally McBeal,0,0,0,1,0,0,1,female,1514
Rachel Zane,0,0,0,0,0,1,1,,165
Daniel Kafee,0,0,0,0,0,0,1,female,1319
Patty Hewes,0,0,0,0,0,0,1,female,1387
Daniel Kafee,0,0,0,0,0,1,1,male,932
Rachel Zane,1,0,0,0,0,1,1,male,89
Rachel Zane,0,0,0,0,0,0,1,female,1387
Patty Hewes,1,0,0,0,0,1,1,male,441
Rusty Sabich,0,0,0,0,0,0,1,female,883
Daniel Kafee,0,0,0,0,0,1,1,female,91
JoAnee Galloway,0,0,0,0,0,1,0,female,222
,0,0,0,1,0,0,1,female,910
Ally McBeal,1,1,0,0,0,0,1,male,682
Daniel Kafee,0,0,0,1,0,0,0,male,814
Daniel Kafee,0,0,1,0,0,0,1,male,542
Perry Mason,1,0,0,1,0,0,1,male,76
Daniel Kafee,0,0,0,0,0,0,0,male,1123
Ally McBeal,0,0,1,0,0,0,0,male,1494
Ally McBeal,0,0,1,0,0,0,1,male,696
Perry Mason,0,0,1,0,0,0,0,male,67
Daniel Kafee,1,0,0,0,0,1,1,female,327
Rusty Sabich,0,0,0,0,0,0,0,male,959
Patty Hewes,0,0,0,0,0,0,1,female,2070
Atticus Finch,0,0,0,0,1,0,0,male,1652
Ally McBeal,0,0,0,0,1,0,1,male,725
Daniel Kafee,0,0,0,0,0,0,0,female,157
Rusty Sabich,1,0,0,0,0,0,0,female,387
Patty Hewes,0,0,0,0,0,0,1,female,15
Rachel Zane,0,0,0,0,0,0,1,male,515
Rachel Zane,1,0,0,0,0,0,1,male,234
Atticus Finch,1,0,0,0,1,0,1,male,694
Rusty Sabich,0,0,0,0,0,0,1,female,966
,0,0,0,0,0,0,0,female,853
Atticus Finch,1,0,0,0,0,0,1,female,418
Rusty Sabich,0,0,0,1,0,0,0,male,819
Patty Hewes,1,0,0,1,0,0,1,male,378
Perry Mason,1,0,0,1,0,0,0,female,63
Daniel Kafee,0,0,0,0,0,1,1,female,1026
Patty Hewes,0,0,0,0,0,1,0,male,1365
Atticus Finch,1,0,0,0,1,0,1,female,100
Ally McBeal,1,0,0,0,0,1,0,male,493
Rachel Zane,1,0,0,0,1,0,0,male,548
Perry Mason,1,0,1,0,0,0,1,,344
Atticus Finch,0,0,0,0,0,0,0,female,843
Patty Hewes,1,0,0,0,1,0,0,male,65
Patty Hewes,0,0,0,0,0,1,0,male,46
,0,0,1,0,0,0,1,female,969
Rusty Sabich,0,0,0,0,0,0,0,female,469
Rusty Sabich,1,0,0,0,1,0,1,male,667
Rachel Zane,1,0,0,0,0,1,0,male,651
,0,0,0,0,0,1,0,female,1330
Daniel Kafee,0,0,0,0,0,1,0,female,873
Ally McBeal,0,0,0,0,0,0,0,male,1601
Rachel Zane,0,0,1,0,0,0,1,female,1085
Perry Mason,0,0,0,1,0,0,0,female,831
Patty Hewes,1,0,1,0,0,0,1,male,161
Patty Hewes,1,0,1,0,0,0,0,female,150
Rachel Zane,1,1,0,0,0,0,1,female,176
Daniel Kafee,1,1,0,0,0,0,1,male,32
Ally McBeal,1,0,0,0,0,0,0,male,657
Patty Hewes,0,0,0,0,0,1,0,female,980
Rusty Sabich,0,0,1,0,0,0,0,male,877
JoAnee Galloway,0,0,1,0,0,0,0,male,1078
JoAnee Galloway,0,0,0,1,0,0,0,female,876
Rachel Zane,0,0,0,0,1,0,0,,1703
Perry Mason,0,0,0,0,0,1,0,female,801
Ally McBeal,0,0,0,1,0,0,1,male,459
Rachel Zane,0,1,0,0,0,0,0,male,2375
Daniel Kafee,0,0,0,0,1,0,0,female,156
Atticus Finch,0,1,0,0,0,0,0,female,1949
Perry Mason,0,0,0,0,1,0,1,female,888
Daniel Kafee,0,0,0,0,0,1,0,female,1382
Perry Mason,0,0,0,1,0,0,0,female,163
Perry Mason,1,0,0,0,1,0,1,female,274
Patty Hewes,0,0,0,0,0,0,1,male,936
,0,0,0,0,0,0,1,female,1037
Rusty Sabich,0,1,0,0,0,0,0,female,918
Perry Mason,1,0,0,0,0,0,0,female,305
,1,0,0,0,1,0,0,female,2730
Daniel Kafee,0,0,0,0,1,0,1,male,1200
Rusty Sabich,1,0,0,0,1,0,1,male,42
Daniel Kafee,0,0,1,0,0,0,1,female,701
Ally McBeal,0,0,1,0,0,0,0,female,451
Atticus Finch,0,1,0,0,0,0,1,female,726
Rachel Zane,0,0,0,0,0,1,1,male,1340
Patty Hewes,1,0,0,0,0,1,0,female,277
Perry Mason,0,0,0,0,1,0,0,female,1962
Perry Mason,0,0,0,0,0,1,1,female,720
Perry Mason,1,0,1,0,0,0,0,,382
Ally McBeal,0,0,0,1,0,0,0,female,69
Rusty Sabich,0,0,0,1,0,0,0,female,1087
Daniel Kafee,0,0,0,1,0,0,1,male,1651
Perry Mason,0,0,0,0,0,0,0,male,988
JoAnee Galloway,0,0,0,1,0,0,0,female,495
Perry Mason,0,1,0,0,0,0,1,female,1501
JoAnee Galloway,1,0,0,1,0,0,0,male,544
Rusty Sabich,0,0,0,0,0,1,1,male,259
Ally McBeal,0,0,1,0,0,0,0,male,882
Atticus Finch,0,0,0,0,0,0,1,female,784
Rachel Zane,0,0,0,0,0,1,1,female,849
Atticus Finch,1,0,0,0,0,0,1,male,504
Rachel Zane,0,0,0,0,1,0,0,male,902
Rachel Zane,0,0,0,0,0,0,0,female,737
JoAnee Galloway,0,0,0,1,0,0,1,male,1166
Patty Hewes,1,1,0,0,0,0,1,male,334
Rachel Zane,0,1,0,0,0,0,1,male,1574
Patty Hewes,0,0,0,0,0,0,0,male,1096
Ally McBeal,1,1,0,0,0,0,1,male,35
Ally McBeal,1,0,0,0,0,0,1,male,83
Perry Mason,0,1,0,0,0,0,0,female,777
JoAnee Galloway,1,0,0,1,0,0,0,male,158
Atticus Finch,0,0,0,0,0,1,1,male,677
Patty Hewes,1,0,0,0,0,1,1,female,492
,0,0,0,1,0,0,0,female,940
Perry Mason,1,0,0,0,0,0,1,female,129
Daniel Kafee,0,0,0,0,0,1,1,male,1293
Patty Hewes,1,0,0,1,0,0,1,male,394
Rusty Sabich,0,0,0,0,0,0,0,male,2315
JoAnee Galloway,0,0,0,0,0,1,0,female,1497
Atticus Finch,0,0,1,0,0,0,0,male,1261
Rachel Zane,1,1,0,0,0,0,1,male,106
Daniel Kafee,1,0,0,0,1,0,0,female,505
Atticus Finch,0,0,0,1,0,0,1,male,509
Daniel Kafee,0,0,0,0,1,0,1,male,753
Ally McBeal,1,0,0,0,1,0,0,male,467
Rusty Sabich,0,0,0,0,0,1,1,female,908
Atticus Finch,0,0,0,1,0,0,0,female,353
Perry Mason,0,0,1,0,0,0,1,male,82
Atticus Finch,0,1,0,0,0,0,0,male,1258
Ally McBeal,0,0,1,0,0,0,1,female,832
Daniel Kafee,1,0,0,1,0,0,0,male,243
Patty Hewes,1,0,0,1,0,0,0,female,101
Daniel Kafee,0,0,1,0,0,0,1,male,101
JoAnee Galloway,0,0,0,1,0,0,0,female,233
Daniel Kafee,0,0,0,0,0,0,0,female,1139
Rachel Zane,0,0,0,0,0,1,0,male,2
JoAnee Galloway,0,1,0,0,0,0,1,female,1823
JoAnee Galloway,0,0,0,0,0,1,0,male,1150
Atticus Finch,1,0,0,0,1,0,1,male,2764
JoAnee Galloway,1,0,0,0,1,0,1,male,231
